"Lambda(microns)","THROUGHPUT","THROUGHPUT"
0.7405,9.3874179588654E-007,4.6937089794327E-006
0.7406,9.4092516684232E-007,4.7046258342116E-006
0.7407,9.4302412223862E-007,4.7151206111931E-006
0.7408,9.4520353690638E-007,4.7260176845319E-006
0.7409,9.4738107002602E-007,4.7369053501301E-006
0.741,9.4947361814713E-007,4.7473680907357E-006
0.7411,9.5164752444953E-007,4.7582376222477E-006
0.74114409179688,9.5256872310016E-007,4.7628436155008E-006
0.7412,9.4736419517343E-007,4.7368209758671E-006
0.7413,9.3814383043621E-007,4.6907191521811E-006
0.7414,9.2893041112561E-007,4.644652055628E-006
0.7415,9.1964342740935E-007,4.5982171370468E-006
0.7416,9.1044469665488E-007,4.5522234832744E-006
0.7417,9.0125290314963E-007,4.5062645157482E-006
0.7418,8.9198995106391E-007,4.4599497553196E-006
0.7419,8.8281282794446E-007,4.4140641397223E-006
0.742,8.7364263390321E-007,4.368213169516E-006
0.7421,8.6440395955494E-007,4.3220197977747E-006
0.74214438476563,8.6033956088122E-007,4.3016978044061E-006
0.7422,8.4623800300215E-007,4.2311900150107E-006
0.7423,8.2089758278183E-007,4.1044879139091E-006
0.7424,7.9550696469732E-007,3.9775348234866E-006
0.7425,7.7020767390589E-007,3.8510383695295E-006
0.7426,7.4492782781361E-007,3.724639139068E-006
0.7427,7.1960440174045E-007,3.5980220087022E-006
0.7428,6.9436563398301E-007,3.4718281699151E-006
0.7429,6.6914628794068E-007,3.3457314397034E-006
0.743,6.4388996450584E-007,3.2194498225292E-006
0.7431,6.1874403050924E-007,3.0937201525462E-006
0.74314462890625,6.0752708708792E-007,3.0376354354396E-006
0.7432,6.0469366699586E-007,3.0234683349793E-006
0.7433,5.9952659892339E-007,2.9976329946169E-006
0.7434,5.9441582280981E-007,2.972079114049E-006
0.7435,5.8930837857893E-007,2.9465418928947E-006
0.7436,5.8415315712767E-007,2.9207657856384E-006
0.7437,5.7905282025963E-007,2.8952641012981E-006
0.7438,5.7395581234644E-007,2.8697790617322E-006
0.7439,5.6881230272273E-007,2.8440615136136E-006
0.744,5.6372239597596E-007,2.8186119798798E-006
0.7441,5.5863600040205E-007,2.7931800020102E-006
0.744144921875,5.5633028333134E-007,2.7816514166567E-006
0.7442,5.6226643756094E-007,2.8113321878047E-006
0.7443,5.7308716476275E-007,2.8654358238138E-006
0.7444,5.8390053024612E-007,2.9195026512306E-006
0.7445,5.9465443319806E-007,2.9732721659903E-006
0.7446,6.0545213503409E-007,3.0272606751705E-006
0.7447,6.162424816643E-007,3.0812124083215E-006
0.7448,6.2697053597038E-007,3.1348526798519E-006
0.7449,6.3774523390831E-007,3.1887261695416E-006
0.745,6.4845575642719E-007,3.2422787821359E-006
0.7451,6.5921492533636E-007,3.2960746266818E-006
0.74514516601562,6.6407200668044E-007,3.3203600334022E-006
0.7452,6.9798649894414E-007,3.4899324947207E-006
0.7453,7.5973703974434E-007,3.7986851987217E-006
0.7454,8.2150706699677E-007,4.1075353349839E-006
0.7455,8.8323542445302E-007,4.4161771222651E-006
0.7456,9.4483940737424E-007,4.7241970368712E-006
0.7457,1.0064790621417E-006,5.0323953107085E-006
0.7458,1.0680770838899E-006,5.3403854194497E-006
0.7459,1.1295344721011E-006,5.6476723605057E-006
0.746,1.1910438692025E-006,5.9552193460126E-006
0.7461,1.2525114623784E-006,6.2625573118918E-006
0.74614545898438,1.2803892266733E-006,6.4019461333664E-006
0.7462,1.3240523888887E-006,6.6202619444436E-006
0.7463,1.4041783730942E-006,7.0208918654712E-006
0.7464,1.4842501431812E-006,7.4212507159062E-006
0.7465,1.5641305825781E-006,7.8206529128904E-006
0.7466,1.6440869576669E-006,8.2204347883347E-006
0.7467,1.7239891665826E-006,8.6199458329131E-006
0.7468,1.8036790771064E-006,9.0183953855318E-006
0.7469,1.8834660011352E-006,9.4173300056762E-006
0.747,1.9631988069103E-006,9.8159940345516E-006
0.7471,2.0426980505093E-006,1.0213490252546E-005
0.747145703125,2.0790923420646E-006,1.0395461710323E-005
0.7472,2.1080810819526E-006,1.0540405409763E-005
0.7473,2.1612528056272E-006,1.0806264028136E-005
0.7474,2.2145729983408E-006,1.1072864991704E-005
0.7475,2.2678568169953E-006,1.1339284084976E-005
0.7476,2.320900963738E-006,1.160450481869E-005
0.7477,2.374107402547E-006,1.1870537012735E-005
0.7478,2.4272774995571E-006,1.2136387497785E-005
0.7479,2.4801937247557E-006,1.2400968623779E-005
0.748,2.533286510423E-006,1.2666432552115E-005
0.7481,2.5863455356129E-006,1.2931727678064E-005
0.74814599609375,2.6106331346071E-006,1.3053165673035E-005
0.7482,2.602448626908E-006,1.301224313454E-005
0.7483,2.5875296294898E-006,1.2937648147449E-005
0.7484,2.5726202558382E-006,1.2863101279191E-005
0.7485,2.5574961441225E-006,1.2787480720612E-005
0.7486,2.5426073165911E-006,1.2713036582955E-005
0.7487,2.5277281044309E-006,1.2638640522154E-005
0.7488,2.512638061701E-006,1.2563190308505E-005
0.7489,2.497779376344E-006,1.248889688172E-005
0.749,2.4827124609195E-006,1.2413562304598E-005
0.7491,2.4678791307486E-006,1.2339395653743E-005
0.74914624023437,2.4610233908962E-006,1.2305116954481E-005
0.7492,2.4339882027822E-006,1.2169941013911E-005
0.7493,2.3835158060175E-006,1.1917579030087E-005
0.7494,2.333290314981E-006,1.1666451574905E-005
0.7495,2.2830981591059E-006,1.1415490795529E-005
0.7496,2.2327436245131E-006,1.1163718122565E-005
0.7497,2.182622506215E-006,1.0913112531075E-005
0.7498,2.1325346941821E-006,1.0662673470911E-005
0.7499,2.0822974276621E-006,1.0411487138311E-005
0.75,2.0322805919034E-006,1.0161402959517E-005
0.7501,1.9822318166436E-006,9.911159083218E-006
0.75014653320312,1.9588749683558E-006,9.794374841779E-006
0.7502,1.9220425209216E-006,9.6102126046078E-006
0.7503,1.8533646186807E-006,9.2668230934037E-006
0.7504,1.784737035902E-006,8.92368517951E-006
0.7505,1.7160091279992E-006,8.580045639996E-006
0.7506,1.6474881592838E-006,8.237440796419E-006
0.7507,1.5788788597474E-006,7.8943942987371E-006
0.7508,1.5104644346102E-006,7.5523221730508E-006
0.7509,1.4421002540697E-006,7.2105012703485E-006
0.751,1.3736657033027E-006,6.8683285165137E-006
0.7511,1.3054101067113E-006,6.5270505335566E-006
0.75114677734375,1.2734991091539E-006,6.3674955457693E-006
0.7512,1.2444215933505E-006,6.2221079667523E-006
0.7513,1.189714039943E-006,5.9485701997149E-006
0.7514,1.1351557033969E-006,5.6757785169846E-006
0.7515,1.080637318772E-006,5.40318659386E-006
0.7516,1.0260688830861E-006,5.1303444154304E-006
0.7517,9.7163514539144E-007,4.8581757269572E-006
0.7518,9.1724132503058E-007,4.5862066251529E-006
0.7519,8.6281164074473E-007,4.3140582037236E-006
0.752,8.085023933389E-007,4.0425119666945E-006
0.7521,7.5416778745736E-007,3.7708389372868E-006
0.7521470703125,7.2863949037337E-007,3.6431974518668E-006
0.7522,7.1996074411742E-007,3.5998037205871E-006
0.7523,7.0357310220269E-007,3.5178655110134E-006
0.7524,6.8713700954772E-007,3.4356850477386E-006
0.7525,6.7077460828049E-007,3.3538730414025E-006
0.7526,6.5442410312588E-007,3.2721205156294E-006
0.7527,6.3802944542158E-007,3.1901472271079E-006
0.7528,6.2170415737951E-007,3.1085207868975E-006
0.7529,6.0539075525252E-007,3.0269537762626E-006
0.753,5.8903748937247E-007,2.9451874468624E-006
0.7531,5.7274955500799E-007,2.8637477750399E-006
0.75314736328125,5.6503919399111E-007,2.8251959699556E-006
0.7532,5.7137861272091E-007,2.8568930636046E-006
0.7533,5.8336422651757E-007,2.9168211325879E-006
0.7534,5.9539105895726E-007,2.9769552947863E-006
0.7535,6.0735555182415E-007,3.0367777591207E-006
0.7536,6.1936338280873E-007,3.0968169140436E-006
0.7537,6.3136224484482E-007,3.1568112242241E-006
0.7538,6.4329567955038E-007,3.2164783977519E-006
0.7539,6.5527555915426E-007,3.2763777957713E-006
0.754,6.6724647750877E-007,3.3362323875438E-006
0.7541,6.7914897873339E-007,3.395744893667E-006
0.75414760742187,6.8484022213189E-007,3.4242011106594E-006
0.7542,6.9349172715638E-007,3.4674586357819E-006
0.7543,7.0999519491027E-007,3.5499759745514E-006
0.7544,7.2642251524996E-007,3.6321125762498E-006
0.7545,7.4289993086682E-007,3.7144996543341E-006
0.7546,7.5929831120021E-007,3.796491556001E-006
0.7547,7.7574969161137E-007,3.8787484580568E-006
0.7548,7.9218878323014E-007,3.9609439161507E-006
0.7549,8.0854451531882E-007,4.0427225765941E-006
0.755,8.2495759603675E-007,4.1247879801838E-006
0.7551,8.4135840671438E-007,4.2067920335719E-006
0.75514790039062,8.491743539302E-007,4.245871769651E-006
0.7552,8.6341481615179E-007,4.3170740807589E-006
0.7553,8.9080709181636E-007,4.4540354590818E-006
0.7554,9.1817896586733E-007,4.5908948293367E-006
0.7555,9.4544732079625E-007,4.7272366039812E-006
0.7556,9.7277600459503E-007,4.8638800229752E-006
0.7557,9.999964826912E-007,4.999982413456E-006
0.7558,1.0272820071728E-006,5.1364100358638E-006
0.7559,1.0545471597557E-006,5.2727357987787E-006
0.756,1.0816968272982E-006,5.4084841364911E-006
0.7561,1.1089186628933E-006,5.5445933144663E-006
0.75614814453125,1.1220172255513E-006,5.6100861277567E-006
0.7562,1.1301873415577E-006,5.6509367077886E-006
0.7563,1.1458330976392E-006,5.7291654881959E-006
0.7564,1.161566346555E-006,5.8078317327752E-006
0.7565,1.1772877090149E-006,5.8864385450743E-006
0.7566,1.1928922733558E-006,5.9644613667789E-006
0.7567,1.2085884916014E-006,6.0429424580068E-006
0.7568,1.2241651589742E-006,6.1208257948708E-006
0.7569,1.239836249418E-006,6.1991812470898E-006
0.757,1.2554954707873E-006,6.2774773539367E-006
0.7571,1.2710312307048E-006,6.3551561535241E-006
0.7571484375,1.2786055914872E-006,6.3930279574362E-006
0.7572,1.2784245720601E-006,6.3921228603007E-006
0.7573,1.2780734965324E-006,6.3903674826618E-006
0.7574,1.2776100157648E-006,6.388050078824E-006
0.7575,1.2772589512419E-006,6.3862947562096E-006
0.7576,1.2769078768033E-006,6.3845393840163E-006
0.7577,1.27644462368E-006,6.3822231183998E-006
0.7578,1.2760935603058E-006,6.3804678015289E-006
0.7579,1.2756302462001E-006,6.3781512310004E-006
0.758,1.2752791939919E-006,6.3763959699597E-006
0.7581,1.2749281319464E-006,6.3746406597321E-006
0.75814868164062,1.2747026223293E-006,6.3735131116465E-006
0.7582,1.2714758367331E-006,6.3573791836656E-006
0.7583,1.265303485285E-006,6.3265174264249E-006
0.7584,1.2591354478237E-006,6.2956772391184E-006
0.7585,1.2528614663825E-006,6.2643073319126E-006
0.7586,1.2467025956202E-006,6.2335129781009E-006
0.7587,1.2404388619439E-006,6.2021943097194E-006
0.7588,1.2342891519907E-006,6.1714457599535E-006
0.7589,1.2281437498002E-006,6.140718749001E-006
0.759,1.2218951036419E-006,6.1094755182095E-006
0.7591,1.2157588656995E-006,6.0787943284974E-006
0.75914897460937,1.2127552372934E-006,6.0637761864668E-006
0.7592,1.2077677050786E-006,6.038838525393E-006
0.7593,1.1978929453293E-006,5.9894647266466E-006
0.7594,1.1881315041416E-006,5.9406575207082E-006
0.7595,1.1783770725778E-006,5.8918853628888E-006
0.7596,1.1685269001707E-006,5.8426345008535E-006
0.7597,1.1587873388951E-006,5.7939366944757E-006
0.7598,1.1489536242046E-006,5.7447681210228E-006
0.7599,1.1392289246299E-006,5.6961446231497E-006
0.76,1.1295112245163E-006,5.6475561225813E-006
0.7601,1.1197019207817E-006,5.5985096039087E-006
0.76014921875,1.1149254188054E-006,5.5746270940269E-006
0.7602,1.1194390463319E-006,5.5971952316597E-006
0.7603,1.1283222451304E-006,5.6416112256518E-006
0.7604,1.1370984496894E-006,5.685492248447E-006
0.7605,1.1459671426867E-006,5.7298357134335E-006
0.7606,1.1547272842764E-006,5.7736364213818E-006
0.7607,1.1635814809826E-006,5.8179074049132E-006
0.7608,1.1724288226837E-006,5.8621441134185E-006
0.7609,1.1811652814486E-006,5.9058264072429E-006
0.761,1.1899981405134E-006,5.9499907025668E-006
0.7611,1.1988241504932E-006,5.9941207524661E-006
0.76114951171875,1.2031390578417E-006,6.0156952892086E-006
0.7612,1.2124278968082E-006,6.0621394840408E-006
0.7613,1.2309212812214E-006,6.1546064061068E-006
0.7614,1.2492906697408E-006,6.2464533487041E-006
0.7615,1.2677542774311E-006,6.3387713871557E-006
0.7616,1.2862038156966E-006,6.4310190784828E-006
0.7617,1.304524363407E-006,6.5226218170349E-006
0.7618,1.3229441509798E-006,6.614720754899E-006
0.7619,1.3413498812514E-006,6.7067494062572E-006
0.762,1.3596217686177E-006,6.7981088430884E-006
0.7621,1.3779977761532E-006,6.889988880766E-006
0.76214975585937,1.3870748754018E-006,6.935374377009E-006
0.7622,1.3994427520162E-006,6.9972137600808E-006
0.7623,1.4241663905509E-006,7.1208319527547E-006
0.7624,1.4488712172657E-006,7.2443560863285E-006
0.7625,1.4734273980779E-006,7.3671369903894E-006
0.7626,1.4980924422164E-006,7.4904622110821E-006
0.7627,1.522738690746E-006,7.6136934537302E-006
0.7628,1.5472297940734E-006,7.736148970367E-006
0.7629,1.5718362974095E-006,7.8591814870475E-006
0.763,1.5962833315018E-006,7.9814166575088E-006
0.7631,1.6206695587181E-006,8.1033477935905E-006
0.76315004882812,1.6328654790716E-006,8.1643273953578E-006
0.7632,1.6275332158025E-006,8.1376660790127E-006
0.7633,1.6167231499331E-006,8.0836157496654E-006
0.7634,1.6060663791555E-006,8.0303318957776E-006
0.7635,1.5954194549234E-006,7.9770972746172E-006
0.7636,1.5846428507572E-006,7.9232142537861E-006
0.7637,1.5740165418103E-006,7.8700827090514E-006
0.7638,1.5632622492114E-006,7.8163112460569E-006
0.7639,1.5526565353251E-006,7.7632826766256E-006
0.764,1.5420606439074E-006,7.7103032195368E-006
0.7641,1.5313393170973E-006,7.6566965854865E-006
0.76415029296875,1.5260193253106E-006,7.6300966265528E-006
0.7642,1.5106576356752E-006,7.5532881783761E-006
0.7643,1.4797753551571E-006,7.3988767757855E-006
0.7644,1.448794946847E-006,7.2439747342351E-006
0.7645,1.4179746089158E-006,7.089873044579E-006
0.7646,1.3870615459156E-006,6.9353077295779E-006
0.7647,1.3563030857269E-006,6.7815154286346E-006
0.7648,1.3255741852305E-006,6.6278709261527E-006
0.7649,1.2947606455319E-006,6.4738032276597E-006
0.765,1.2640935281965E-006,6.3204676409824E-006
0.7651,1.2334561204222E-006,6.1672806021109E-006
0.7651505859375,1.2179147986881E-006,6.0895739934404E-006
0.7652,1.1991728049951E-006,5.9958640249754E-006
0.7653,1.1613790445245E-006,5.8068952226227E-006
0.7654,1.1235228136629E-006,5.6176140683143E-006
0.7655,1.0858053848213E-006,5.4290269241066E-006
0.7656,1.0481244319088E-006,5.240622159544E-006
0.7657,1.0103908079077E-006,5.0519540395384E-006
0.7658,9.7278607371689E-007,4.8639303685845E-006
0.7659,9.3513526293009E-007,4.6756763146504E-006
0.766,8.9760666746043E-007,4.4880333373022E-006
0.7661,8.6011445756011E-007,4.3005722878005E-006
0.76615083007813,8.4103336431921E-007,4.205166821596E-006
0.7662,8.1807147096179E-007,4.0903573548089E-006
0.7663,7.7148041368913E-007,3.8574020684456E-006
0.7664,7.2493466509295E-007,3.6246733254647E-006
0.7665,6.7837434657638E-007,3.3918717328819E-006
0.7666,6.319232513245E-007,3.1596162566225E-006
0.7667,5.8546573377979E-007,2.9273286688989E-006
0.7668,5.3910919232792E-007,2.6955459616396E-006
0.7669,4.9279784710101E-007,2.4639892355051E-006
0.767,4.4649227314885E-007,2.2324613657443E-006
0.7671,4.0027533651428E-007,2.0013766825714E-006
0.76715112304687,3.7666526493268E-007,1.8833263246634E-006
0.7672,3.679053065062E-007,1.839526532531E-006
0.7673,3.4996496278239E-007,1.749824813912E-006
0.7674,3.32074477756E-007,1.66037238878E-006
0.7675,3.141736819854E-007,1.570868409927E-006
0.7676,2.9631960640121E-007,1.481598032006E-006
0.7677,2.7848293396145E-007,1.3924146698073E-006
0.7678,2.6064064833713E-007,1.3032032416856E-006
0.7679,2.4284032940238E-007,1.2142016470119E-006
0.768,2.2503752081623E-007,1.1251876040811E-006
0.7681,2.0727351710186E-007,1.0363675855093E-006
0.7681513671875,1.9815539743663E-007,9.9077698718317E-007
0.7682,1.9161588893667E-007,9.5807944468333E-007
0.7683,1.7816321914197E-007,8.9081609570987E-007
0.7684,1.6474059370182E-007,8.2370296850909E-007
0.7685,1.5133108998545E-007,7.5665544992727E-007
0.7686,1.3792252346191E-007,6.8961261730957E-007
0.7687,1.2454042661081E-007,6.2270213305405E-007
0.7688,1.1116161576021E-007,5.5580807880107E-007
0.7689,9.7806896875798E-008,4.8903448437899E-007
0.769,8.446526706355E-008,4.2232633531775E-007
0.7691,7.1130446569595E-008,3.5565223284798E-007
0.76915166015625,6.4250628727991E-008,3.2125314363995E-007
0.7692,6.5559974405659E-008,3.277998720283E-007
0.7693,6.8260580255409E-008,3.4130290127705E-007
0.7694,7.09642923747E-008,3.548214618735E-007
0.7695,7.3665322089997E-008,3.6832661044999E-007
0.7696,7.6356926004767E-008,3.8178463002383E-007
0.7697,7.9052356563196E-008,3.9526178281598E-007
0.7698,8.173788810939E-008,4.0868944054695E-007
0.7699,8.4427725441266E-008,4.2213862720633E-007
0.77,8.7114887072115E-008,4.3557443536057E-007
0.7701,8.9791440645094E-008,4.4895720322547E-007
0.770151953125,9.1184936780586E-008,4.5592468390293E-007
0.7702,9.148678887725E-008,4.5743394438625E-007
0.7703,9.2114553254773E-008,4.6057276627387E-007
0.7704,9.2733475218495E-008,4.6366737609248E-007
0.7705,9.3359886453009E-008,4.6679943226504E-007
0.7706,9.3977345306571E-008,4.6988672653285E-007
0.7707,9.4602404847021E-008,4.730120242351E-007
0.7708,9.5226816670535E-008,4.7613408335267E-007
0.7709,9.5842121657127E-008,4.7921060828564E-007
0.771,9.6465183966619E-008,4.823259198331E-007
0.7711,9.7079019948346E-008,4.8539509974173E-007
0.77115219726563,9.7403618371148E-008,4.8701809185574E-007
0.7712,9.7034081157089E-008,4.8517040578545E-007
0.7713,9.6261574787235E-008,4.8130787393618E-007
0.7714,9.548135946225E-008,4.7740679731125E-007
0.7715,9.4710381250925E-008,4.7355190625463E-007
0.7716,9.3931829570864E-008,4.6965914785432E-007
0.7717,9.3162377919112E-008,4.6581188959556E-007
0.7718,9.2393654973033E-008,4.6196827486517E-007
0.7719,9.1617561337636E-008,4.5808780668818E-007
0.772,9.0850362619039E-008,4.542518130952E-007
0.7721,9.008389153717E-008,4.5041945768585E-007
0.77215249023438,8.9677698770735E-008,4.4838849385367E-007
0.7722,9.0311698181859E-008,4.5155849090929E-007
0.7723,9.1653086159431E-008,4.5826543079715E-007
0.7724,9.2984895787446E-008,4.6492447893723E-007
0.7725,9.4323452124614E-008,4.7161726062307E-007
0.7726,9.5660652889046E-008,4.7830326444523E-007
0.7727,9.69879328589E-008,4.849396642945E-007
0.7728,9.8322306531524E-008,4.9161153265762E-007
0.7729,9.9646514714116E-008,4.9823257357058E-007
0.773,1.0097806417011E-007,5.0489032085053E-007
0.7731,1.0230826146419E-007,5.1154130732093E-007
0.773152734375,1.0300438463228E-007,5.1502192316139E-007
0.7732,1.0167170214867E-007,5.0835851074333E-007
0.7733,9.886327635142E-008,4.943163817571E-007
0.7734,9.6049103678626E-008,4.8024551839313E-007
0.7735,9.3246421378284E-008,4.6623210689142E-007
0.7736,9.0446484724501E-008,4.522324236225E-007
0.7737,8.7641540068809E-008,4.3820770034404E-007
0.7738,8.4847338045137E-008,4.2423669022569E-007
0.7739,8.2048619309906E-008,4.1024309654953E-007
0.774,7.9260145848176E-008,3.9630072924088E-007
0.7741,7.6474411175484E-008,3.8237205587742E-007
0.77415297851563,7.4996164722169E-008,3.7498082361085E-007
0.7742,7.6382989073484E-008,3.8191494536742E-007
0.7743,7.9336790416828E-008,3.9668395208414E-007
0.7744,8.2280353663767E-008,4.1140176831884E-007
0.7745,8.5227979551803E-008,4.2613989775902E-007
0.7746,8.8172650448612E-008,4.4086325224306E-007
0.7747,9.1106315641566E-008,4.5553157820783E-007
0.7748,9.4044820991941E-008,4.702241049597E-007
0.7749,9.69717942764E-008,4.84858971382E-007
0.775,9.9904140338069E-008,4.9952070169034E-007
0.7751,1.0283353984381E-007,5.1416769921905E-007
0.77515327148437,1.0438795027072E-007,5.219397513536E-007
0.7752,1.0266399482518E-007,5.1331997412588E-007
0.7753,9.8986590852548E-008,4.9493295426274E-007
0.7754,9.5304373782348E-008,4.7652186891174E-007
0.7755,9.163453757583E-008,4.5817268787915E-007
0.7756,8.7968319993241E-008,4.398415999662E-007
0.7757,8.429825742763E-008,4.2149128713815E-007
0.7758,8.0639595893783E-008,4.0319797946892E-007
0.7759,7.6984547608049E-008,3.8492273804024E-007
0.776,7.332661957884E-008,3.666330978942E-007
0.7761,6.9679114951949E-008,3.4839557475975E-007
0.776153515625,6.7725403556503E-008,3.3862701778251E-007
0.7762,6.729337464339E-008,3.3646687321695E-007
0.7763,6.6370620480917E-008,3.3185310240458E-007
0.7764,6.5448762777187E-008,3.2724381388594E-007
0.7765,6.4522095035745E-008,3.2261047517872E-007
0.7766,6.3602110360872E-008,3.1801055180436E-007
0.7767,6.2677470762481E-008,3.133873538124E-007
0.7768,6.1759357232909E-008,3.0879678616455E-007
0.7769,6.084213792396E-008,3.042106896198E-007
0.777,5.9920506023002E-008,2.9960253011501E-007
0.7771,5.9005154969697E-008,2.9502577484849E-007
0.77715380859375,5.8510198729178E-008,2.9255099364589E-007
0.7772,6.0996735846272E-008,3.0498367923136E-007
0.7773,6.6381088291381E-008,3.319054414569E-007
0.7774,7.1760044953906E-008,3.5880022476953E-007
0.7775,7.7126777013764E-008,3.8563388506882E-007
0.7776,8.2494474260003E-008,4.1247237130002E-007
0.7777,8.7849002045188E-008,4.3924501022594E-007
0.7778,9.3205451888095E-008,4.6602725944048E-007
0.7779,9.8556519532656E-008,4.9278259766328E-007
0.778,1.0389300376046E-007,5.194650188023E-007
0.7781,1.0923284152968E-007,5.4616420764842E-007
0.7781541015625,1.1211416954136E-007,5.6057084770682E-007
0.7782,1.1075275735236E-007,5.537637867618E-007
0.7783,1.0779866570211E-007,5.3899332851054E-007
0.7784,1.0484749040019E-007,5.2423745200094E-007
0.7785,1.0189020216985E-007,5.0945101084926E-007
0.7786,9.8945116427681E-008,4.9472558213841E-007
0.7787,9.5994436413836E-008,4.7997218206918E-007
0.7788,9.3055433756221E-008,4.652771687811E-007
0.7789,9.0111354454003E-008,4.5055677227001E-007
0.779,8.7178428410057E-008,4.3589214205028E-007
0.7791,8.4248408418444E-008,4.2124204209222E-007
0.77915434570313,8.2653305897809E-008,4.1326652948904E-007
0.7792,8.3393860389516E-008,4.1696930194758E-007
0.7793,8.5022067447265E-008,4.2511033723633E-007
0.7794,8.6640934761327E-008,4.3320467380663E-007
0.7795,8.8265678074557E-008,4.4132839037279E-007
0.7796,8.9888762840856E-008,4.4944381420428E-007
0.7797,9.1502078766325E-008,4.5751039383162E-007
0.7798,9.3121705214239E-008,4.6560852607119E-007
0.7799,9.4731287548304E-008,4.7365643774152E-007
0.78,9.6347459560996E-008,4.8173729780498E-007
0.7801,9.7961977226571E-008,4.8980988613286E-007
0.78015463867187,9.8838641839711E-008,4.9419320919855E-007
0.7802,9.7231073387082E-008,4.8615536693541E-007
0.7803,9.3698471590586E-008,4.6849235795293E-007
0.7804,9.0161388072913E-008,4.5080694036457E-007
0.7805,8.6636122478369E-008,4.3318061239184E-007
0.7806,8.3114365918555E-008,4.1557182959277E-007
0.7807,7.9589059185126E-008,3.9794529592563E-007
0.7808,7.6074627404989E-008,3.8037313702494E-007
0.7809,7.2557264827565E-008,3.6278632413783E-007
0.781,6.9050150011208E-008,3.4525075005604E-007
0.7811,6.5546525093077E-008,3.2773262546539E-007
0.7811548828125,6.3622027986005E-008,3.1811013993002E-007
0.7812,6.448412994193E-008,3.2242064970965E-007
0.7813,6.6399163620233E-008,3.3199581810116E-007
0.7814,6.8306189441685E-008,3.4153094720842E-007
0.7815,7.0217156159398E-008,3.5108578079699E-007
0.7816,7.212617569888E-008,3.606308784944E-007
0.7817,7.4026690156738E-008,3.7013345078369E-007
0.7818,7.5931649315958E-008,3.7965824657979E-007
0.7819,7.7827759784453E-008,3.8913879892226E-007
0.782,7.9728662725771E-008,3.9864331362885E-007
0.7821,8.1627636254436E-008,4.0813818127218E-007
0.78215517578125,8.267053203072E-008,4.133526601536E-007
0.7822,8.4667519751742E-008,4.2333759875871E-007
0.7823,8.9126731029678E-008,4.4563365514839E-007
0.7824,9.3573116387777E-008,4.6786558193889E-007
0.7825,9.8022888637658E-008,4.9011444318829E-007
0.7826,1.0245905037618E-007,5.1229525188088E-007
0.7827,1.0689939372878E-007,5.3449696864388E-007
0.7828,1.1133522324297E-007,5.5667611621484E-007
0.7829,1.1575626815774E-007,5.7878134078871E-007
0.783,1.2018268355784E-007,6.009134177892E-007
0.7831,1.2460533710717E-007,6.2302668553586E-007
0.78315541992187,1.2706070061808E-007,6.3530350309038E-007
0.7832,1.2428765396379E-007,6.2143826981894E-007
0.7833,1.1807094606477E-007,5.9035473032386E-007
0.7834,1.1184937747892E-007,5.5924688739459E-007
0.7835,1.0564335341691E-007,5.2821676708455E-007
0.7836,9.9433576981149E-008,4.9716788490574E-007
0.7837,9.3238228259502E-008,4.6619114129751E-007
0.7838,8.7047939842567E-008,4.3523969921284E-007
0.7839,8.0855532078458E-008,4.0427766039229E-007
0.784,7.4675908352153E-008,3.7337954176077E-007
0.7841,6.849525858345E-008,3.4247629291725E-007
0.78415571289063,6.5057725491163E-008,3.2528862745582E-007
0.7842,6.5874232058359E-008,3.2937116029179E-007
0.7843,6.7710781222703E-008,3.3855390611352E-007
0.7844,6.9551647874897E-008,3.4775823937448E-007
0.7845,7.139098381283E-008,3.5695491906415E-007
0.7846,7.3222287280745E-008,3.6611143640373E-007
0.7847,7.5058400116894E-008,3.7529200058447E-007
0.7848,7.6886155574003E-008,3.8443077787002E-007
0.7849,7.8719047684921E-008,3.935952384246E-007
0.785,8.0550411644825E-008,4.0275205822413E-007
0.7851,8.2372932621078E-008,4.1186466310539E-007
0.78515595703125,8.3396097837182E-008,4.1698048918591E-007
0.7852,8.1890584546763E-008,4.0945292273382E-007
0.7853,7.8467351957166E-008,3.9233675978583E-007
0.7854,7.5054176487601E-008,3.7527088243801E-007
0.7855,7.1643792713407E-008,3.5821896356703E-007
0.7856,6.8230138742164E-008,3.4115069371082E-007
0.7857,6.4825638287963E-008,3.2412819143981E-007
0.7858,6.1418470335048E-008,3.0709235167524E-007
0.7859,5.8019848875801E-008,2.90099244379E-007
0.786,5.4619161626275E-008,2.7309580813138E-007
0.7861,5.1226414335317E-008,2.5613207167658E-007
0.78615625,4.9319217996079E-008,2.465960899804E-007
0.7862,5.1054032994987E-008,2.5527016497494E-007
0.7863,5.5012075087696E-008,2.7506037543848E-007
0.7864,5.8971369237253E-008,2.9485684618626E-007
0.7865,6.2921788869539E-008,3.146089443477E-007
0.7866,6.6874166725734E-008,3.3437083362867E-007
0.7867,7.0823263814542E-008,3.5411631907271E-007
0.7868,7.4762436828685E-008,3.7381218414343E-007
0.7869,7.8704624982207E-008,3.9352312491104E-007
0.787,8.2636199663289E-008,4.1318099831644E-007
0.7871,8.6571484395443E-008,4.3285742197721E-007
0.78715649414063,8.8788783307183E-008,4.4394391653592E-007
0.7872,8.8167599704376E-008,4.4083799852188E-007
0.7873,8.6748501754369E-008,4.3374250877184E-007
0.7874,8.533055479629E-008,4.2665277398145E-007
0.7875,8.3906299574396E-008,4.1953149787198E-007
